id , painting_title             , season, episode, air_date , Alizarin_Crimson, Black_Gesso, Bright_Red, Burnt_Umber, Cadmium_Yellow, Dark_Sienna, Indian_Red, Indian_Yellow, Liquid_Black, Liquid_Clear, Midnight_Black, Phthalo_Blue, Phthalo_Green, Prussian_Blue, Sap_Green, Titanium_White, Van_Dyke_Brown, Yellow_Ochre, APPLE_FRAME, AURORA_BOREALIS, BARN, BEACH, BOAT, BRIDGE, BUILDING, BUSHES, CABIN, CACTUS, CIRCLE_FRAME, CIRRUS, CLIFF, CLOUDS, CONIFER, CUMULUS, DECIDUOUS, DIANE_ANDRE, DOCK, DOUBLE_OVAL_FRAME, FARM, FENCE, FIRE, FLORIDA_FRAME, FLOWERS, FOG, FRAMED, GRASS, GUEST, HALF_CIRCLE_FRAME, HALF_OVAL_FRAME, HILLS, LAKE, LAKES, LIGHTHOUSE, MILL, MOON, MOUNTAIN, MOUNTAINS, NIGHT, OCEAN, OVAL_FRAME, PALM_TREES, PATH, PERSON, PORTRAIT, RECTANGLE_3D_FRAME, RECTANGULAR_FRAME, RIVER, ROCKS, SEASHELL_FRAME, SNOW, SNOWY_MOUNTAIN, SPLIT_FRAME, STEVE_ROSS, STRUCTURE, SUN, TOMB_FRAME, TREE, TREES, TRIPLE_FRAME, WATERFALL, WAVES, WINDMILL, WINDOW_FRAME, WINTER, WOOD_FRAMED
 68, Morning Mist               ,      6,       3, 15-May-85,                1,           0,          1,           1,              1,           0,          0,             1,            0,            0,              0,            1,             0,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      0,     0,      1,       1,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   1,      0,     0,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        1,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              1,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 69, Whispering Stream          ,      6,       4, 22-May-85,                1,           0,          1,           1,              1,           0,          0,             1,            0,            0,              0,            1,             0,             1,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      0,     0,      0,       0,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     1,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     1,     1,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 70, Secluded Forest            ,      6,       5, 29-May-85,                1,           1,          1,           1,              1,           0,          0,             1,            0,            0,              0,            1,             1,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      0,       0,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     1,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 71, Snow Trail                 ,      6,       6, 5-Jun-85 ,                1,           0,          0,           1,              1,           0,          0,             0,            0,            0,              0,            1,             1,             0,         0,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      0,     0,      1,       1,       1,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     1,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    1,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 72, Arctic Beauty              ,      6,       7, 12-Jun-85,                1,           0,          1,           1,              1,           0,          0,             1,            0,            0,              0,            1,             1,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      1,     0,      1,       1,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     1,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     1,     0,              0,    0,              1,           0,          0,         0,   0,          0,    1,     1,            0,         1,     0,        0,            0,      0,           0
 73, Horizons West              ,      6,       8, 19-Jun-85,                1,           0,          1,           0,              1,           0,          0,             1,            0,            0,              0,            0,             0,             1,         0,              1,              1,            0,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      0,       1,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        1,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              1,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 74, High Chateau               ,      6,       9, 26-Jun-85,                1,           0,          1,           1,              1,           0,          0,             1,            0,            0,              0,            1,             1,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     1,      0,            0,      0,     0,      1,       1,       1,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     1,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     1,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 75, Country Life               ,      6,      10, 2-Jul-85 ,                1,           0,          1,           1,              1,           0,          0,             1,            0,            0,              0,            0,             0,             1,         1,              1,              1,            1,           0,               0,    1,     0,    0,      0,        0,      0,     0,      0,            0,      1,     0,      1,       0,       0,         0,           0,    0,                 0,    0,     1,    0,             0,       0,   0,      0,     1,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         0,   0,          0,    0,     0,            0,         0,     0,        0,            0,      0,           0
 76, Western Expanse            ,      6,      11, 9-Jul-85 ,                1,           0,          1,           1,              1,           0,          0,             1,            0,            0,              0,            1,             1,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      1,     0,      1,       0,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     1,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     0,            0,         0,     0,        0,            0,      0,           0
 77, Marshlands                 ,      6,      12, 16-Jul-85,                1,           1,          1,           1,              1,           0,          0,             1,            0,            0,              0,            1,             0,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      1,       0,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 78, Blaze of Color             ,      6,      13, 23-Jul-85,                1,           0,          1,           1,              1,           0,          0,             1,            0,            0,              0,            1,             1,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      0,     0,      1,       1,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     1,     0,                 0,               0,     1,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     1,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 79, Winter Cabin               ,      7,       1, 2-Oct-85 ,                0,           0,          1,           0,              0,           1,          0,             0,            0,            0,              0,            0,             0,             1,         0,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     1,      0,            0,      0,     0,      1,       0,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    1,              0,           0,          0,         1,   0,          0,    1,     0,            0,         0,     0,        0,            0,      1,           0
 80, Secluded Lake              ,      7,       2, 9-Oct-85 ,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             1,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      0,     0,      1,       0,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     1,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     1,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 81, Evergreens at Sunset       ,      7,       3, 16-Oct-85,                1,           0,          1,           0,              1,           0,          0,             1,            0,            0,              1,            0,             0,             0,         1,              1,              0,            0,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      1,     0,      1,       1,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     1,     0,              0,    0,              0,           0,          0,         0,   1,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 82, Mountain Cabin             ,      7,       4, 23-Oct-85,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             1,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     1,      0,            0,      0,     0,      1,       1,       1,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     1,     0,              0,    0,              1,           0,          0,         1,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 83, Portrait of Sally          ,      7,       5, 30-Oct-85,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              0,            1,             0,             0,         0,              1,              0,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      0,     0,      0,       0,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     1,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        1,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         0,   0,          0,    0,     0,            0,         0,     0,        0,            0,      0,           0
 84, Misty Waterfall            ,      7,       6, 6-Nov-85 ,                1,           0,          1,           0,              0,           1,          0,             1,            0,            0,              1,            1,             1,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      1,       0,       1,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     1,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         1,     0,        0,            0,      0,           0
 85, Barn at Sunset             ,      7,       7, 13-Nov-85,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             0,             0,         0,              1,              1,            1,           0,               0,    1,     0,    0,      0,        0,      0,     0,      0,            0,      0,     0,      1,       0,       1,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    1,      0,        0,                  0,                 0,     0,     0,              0,    1,              0,           0,          0,         1,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 86, Mountain Splendor          ,      7,       8, 20-Nov-85,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            0,             0,             1,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      0,       0,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        1,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     1,     0,              0,    0,              1,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 87, Lake by Mountain           ,      7,       9, 27-Nov-85,                1,           0,          1,           0,              1,           0,          0,             1,            0,            0,              0,            1,             1,             1,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      1,       0,       1,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     1,                 0,               0,     0,    1,     0,          0,    0,    0,        1,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              1,           0,          1,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 88, Mountain Glory             ,      7,      10, 6-Dec-85 ,                0,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             0,             1,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      0,     0,      1,       1,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     1,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              1,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 89, Grey Winter                ,      7,      11, 13-Dec-85,                1,           0,          0,           0,              0,           0,          0,             0,            0,            0,              1,            0,             0,             0,         0,              1,              0,            0,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      1,       0,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    1,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      1,           0
 90, Dock Scene                 ,      7,      12, 20-Dec-85,                0,           0,          1,           0,              1,           1,          0,             0,            0,            0,              1,            1,             0,             0,         1,              1,              1,            1,           0,               0,    0,     0,    1,      0,        0,      0,     0,      0,            0,      0,     0,      1,       0,       1,         1,           0,    1,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         1,   0,          0,    1,     0,            0,         0,     0,        0,            0,      0,           0
 91, Dark Waterfall             ,      7,      13, 27-Dec-85,                1,           0,          1,           0,              1,           1,          0,             1,            1,            0,              0,            1,             0,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      0,       0,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     1,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         1,     0,        0,            0,      0,           0
 92, Misty Rolling Hills        ,      8,       1, 2-Jan-86 ,                1,           0,          1,           0,              1,           0,          0,             1,            0,            0,              1,            1,             0,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      0,     0,      0,       1,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   1,      0,     1,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 93, Lakeside Cabin             ,      8,       2, 9-Jan-86 ,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             1,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     1,      0,            1,      0,     0,      1,       0,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      1,     1,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         1,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 94, Warm Winter Day            ,      8,       3, 16-Jan-86,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             0,             0,         0,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     1,      0,            0,      0,     0,      0,       0,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     1,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    1,              0,           0,          0,         1,   1,          0,    1,     1,            0,         0,     0,        0,            0,      1,           0
 95, Waterside Way              ,      8,       4, 23-Jan-86,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             0,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      0,       0,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     1,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    1,      0,        0,                  0,                 0,     0,     1,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 96, Hunter's Haven             ,      8,       5, 30-Jan-86,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            0,             0,             1,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     1,      0,            0,      1,     0,      1,       1,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    1,      0,        0,                  0,                 0,     1,     1,              0,    0,              0,           0,          0,         1,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 97, Bubbling Mountain Brook    ,      8,       6, 6-Feb-86 ,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             0,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      1,       1,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     1,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     1,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 98, Winter Hideaway            ,      8,       7, 13-Feb-86,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             0,             0,         0,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     1,      0,            0,      0,     0,      0,       1,       0,         1,           0,    0,                 0,    0,     1,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    1,              0,           0,          0,         1,   0,          0,    1,     1,            0,         0,     0,        0,            0,      1,           0
 99, Foot of the Mountain       ,      8,       8, 20-Feb-86,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             1,             1,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      0,     0,      0,       1,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     1,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     1,     0,              0,    0,              1,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
100, Majestic Pine              ,      8,       9, 27-Feb-86,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             0,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      1,       1,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      1,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 1,     0,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
101, Cactus at Sunset           ,      8,      10, 6-Mar-86 ,                1,           1,          1,           0,              1,           1,          0,             1,            0,            0,              1,            0,             0,             0,         0,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      1,            0,      0,     0,      1,       0,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    1,      0,        0,                  0,                 0,     0,     1,              0,    0,              0,           0,          0,         0,   0,          0,    0,     0,            0,         0,     0,        0,            0,      0,           0
102, Mountain Range             ,      8,      11, 13-Mar-86,                1,           0,          1,           0,              1,           0,          0,             1,            0,            0,              0,            1,             0,             1,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      0,     0,      1,       1,       1,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     1,                 0,               0,     0,    1,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              1,           0,          1,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
103, Lonely Retreat             ,      8,      12, 20-Mar-86,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             0,             0,         0,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     1,      0,            0,      0,     0,      1,       1,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    1,              0,           0,          0,         1,   0,          0,    1,     0,            0,         0,     0,        0,            0,      1,           0
104, Northern Lights            ,      8,      13, 27-Mar-86,                1,           1,          1,           0,              0,           1,          0,             0,            0,            0,              1,            1,             1,             0,         0,              1,              1,            0,           0,               1,    0,     0,    0,      0,        0,      0,     1,      0,            0,      0,     0,      0,       1,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        1,         0,     1,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    1,              1,           0,          0,         1,   0,          0,    1,     1,            0,         0,     0,        0,            0,      1,           0
105, Winter Evergreens          ,      9,       1, 30-Apr-86,                1,           0,          1,           0,              0,           1,          0,             0,            0,            0,              1,            1,             0,             1,         0,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      1,     0,      1,       1,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    1,              1,           0,          0,         0,   1,          0,    1,     1,            0,         0,     0,        0,            0,      1,           0
106, Surf's Up                  ,      9,       2, 7-May-86 ,                1,           0,          1,           0,              1,           1,          0,             0,            0,            1,              1,            1,             0,             1,         0,              1,              1,            1,           0,               0,    0,     1,    0,      0,        0,      0,     0,      0,            0,      0,     1,      1,       0,       1,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     1,          0,          0,    0,      0,        0,                  0,                 0,     0,     1,              0,    0,              0,           0,          0,         0,   0,          0,    0,     0,            0,         0,     1,        0,            0,      0,           0
107, Red Sunset                 ,      9,       3, 14-May-86,                1,           1,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             0,             0,         0,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      1,       1,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
108, Meadow Road                ,      9,       4, 21-May-86,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             0,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      1,       1,       1,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     1,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    1,      0,        0,                  0,                 0,     0,     0,              0,    0,              1,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
109, Winter Oval                ,      9,       5, 28-May-86,                1,           0,          1,           0,              0,           1,          0,             0,            0,            0,              1,            1,             0,             0,         0,              1,              1,            0,           0,               0,    0,     0,    0,      0,        0,      1,     1,      0,            0,      0,     0,      0,       1,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   1,      1,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        1,         0,     0,     0,          1,          0,    0,      0,        0,                  0,                 0,     1,     0,              0,    0,              1,           0,          0,         1,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
110, Secluded Beach             ,      9,       6, 4-Jun-86 ,                1,           1,          1,           0,              1,           1,          0,             0,            0,            0,              1,            1,             0,             1,         0,              1,              1,            1,           0,               0,    0,     1,    0,      0,        0,      0,     0,      0,            0,      0,     0,      1,       0,       1,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     1,          0,          0,    0,      0,        0,                  0,                 0,     0,     1,              0,    0,              0,           0,          0,         0,   0,          0,    0,     0,            0,         0,     1,        0,            0,      0,           0
111, Forest Hills               ,      9,       7, 11-Jun-86,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             0,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      0,       1,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     1,     1,              0,    0,              1,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
112, Little House by the Road   ,      9,       8, 18-Jun-86,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             0,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     1,      0,            0,      0,     0,      0,       0,       0,         1,           0,    0,                 0,    0,     1,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        1,         0,     0,     0,          0,          0,    1,      0,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         1,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
113, Mountain Path              ,      9,       9, 25-Jun-86,                1,           0,          1,           0,              1,           1,          0,             1,            0,            0,              1,            1,             0,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      1,       0,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        1,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     1,     0,              0,    0,              1,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
